index,weekPosition,previousPosition,pPosition,totalWeeks,titleArtist,entryDate,entryPosition,Ovreral_peakPosition,Overral_tW,artist,songs,WeekOf
1606,77,62,28,9,Arms Around You                                             XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,11/10/18,28,28,9,             XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,Arms Around You,9/22/18
1607,78,56,56,4,Nothing Breaks Like A Heart                                 MIKE RONSON featuring MILEY CYRUS,12/15/18,67,56,4,             MIKE RONSON featuring MILEY CYRUS,Nothing Breaks Like A Heart,9/22/18
1608,79,67,67,7,Sixteen                                                     THOMAS RHETT,11/24/18,91,67,7,             THOMAS RHETT,Sixteen,9/22/18
1609,80,65,65,10,Burning Man                                                 DIERKS BENTLEY featuring BROTHERS OSBORNE,11/3/18,100,65,10,             DIERKS BENTLEY featuring BROTHERS OSBORNE,Burning Man,9/22/18
1610,81,81,81,3,Beautiful Crazy                                             LUKE COMBS,12/22/18,97,81,3,             LUKE COMBS,Beautiful Crazy,9/22/18
1611,82,77,52,10,When The Party's Over                                       BILLIE EILISH,11/3/18,65,52,10,             BILLIE EILISH,When The Party's Over,9/22/18
1612,83,87,83,2,Sweet But Psycho                                            AVA MAX,12/29/18,87,83,2,             AVA MAX,Sweet But Psycho,9/22/18
1613,84,66,66,9,This Feeliing                                               THE CHAINSMOKERS featuring KELSEA BALLERINI,11/10/18,98,66,9,             THE CHAINSMOKERS featuring KELSEA BALLERINI,This Feeliing,9/22/18
1614,85,75,75,5,You                                                         JACQUEES,12/8/18,90,75,5,             JACQUEES,You,9/22/18
1615,86,0,86,1,1.5                                                         21 SAVAGE,1/5/19,86,86,1,             21 SAVAGE,1.5,9/22/18
1616,87,71,71,3,Girl Like You                                               JASON ALDEAN,12/22/18,77,71,3,             JASON ALDEAN,Girl Like You,9/22/18
1617,88,0,88,1,Out For The Night                                           21 SAVAGE,1/5/19,88,88,1,             21 SAVAGE,Out For The Night,9/22/18
1618,89,72,72,7,Good Girl                                                   DUSTIN LYNCH,11/24/18,93,72,7,             DUSTIN LYNCH,Good Girl,9/22/18
1619,90,73,47,14,No Stylist                                                  FRENCH MONTANA featuring DRAKE,10/6/18,47,47,14,             FRENCH MONTANA featuring DRAKE,No Stylist,9/22/18
1620,91,89,89,2,Lovely                                                      BILLIE EILISH & KHALID,12/29/18,89,89,2,             BILLIE EILISH & KHALID,Lovely,9/22/18
1621,92,80,79,8,Ella Quiere Beber                                           ANUEL AA & ROMEO SANTOS,11/17/18,86,79,8,             ANUEL AA & ROMEO SANTOS,Ella Quiere Beber,9/22/18
1622,93,0,93,1,Gun Smoke                                                   21 SAVAGE,1/5/19,93,93,1,             21 SAVAGE,Gun Smoke,9/22/18
1623,94,0,94,1,Demons And Angels                                           A BOOGIE WIT DA HOODIE featuring JUICE WRLD,1/5/19,94,94,1,             A BOOGIE WIT DA HOODIE featuring JUICE WRLD,Demons And Angels,9/22/18
1624,95,0,95,1,ASMR                                                        21 SAVAGE,1/5/19,95,95,1,             21 SAVAGE,ASMR,9/22/18
1625,96,78,78,3,Last Shot                                                   KIP MOORE,12/22/18,87,78,3,             KIP MOORE,Last Shot,9/22/18
1626,97,82,26,10,Fine China                                                  FUTURE & JUICE WRLD,11/3/18,26,26,10,             FUTURE & JUICE WRLD,Fine China,9/22/18
1627,98,91,91,2,Envy Me                                                     CALBOY,12/29/18,91,91,2,             CALBOY,Envy Me,9/22/18
1628,99,83,48,13,Lost In Japan                                               SHAWN MENDES x ZEDD,10/13/18,99,48,13,             SHAWN MENDES x ZEDD,Lost In Japan,9/22/18
1629,100,84,84,3,This Is It                                                  SCOTTY McCREERY,12/22/18,96,84,3,             SCOTTY McCREERY,This Is It,9/22/18
1632,1,1,1,8,"Thank U, Next                                               ARIANA GRANDE",11/17/18,1,1,8,             ARIANA GRANDE,"Thank U, Next",9/15/18
1633,2,2,2,12,Without Me                                                  HALSEY,10/20/18,18,2,12,             HALSEY,Without Me,9/15/18
1634,3,7,3,6,All I Want For Christmas Is You                             MARIAH CAREY,12/1/18,29,3,6,             MARIAH CAREY,All I Want For Christmas Is You,9/15/18
1635,4,3,1,21,Sicko Mode                                                  TRAVIS SCOTT,8/18/18,4,1,21,             TRAVIS SCOTT,Sicko Mode,9/15/18
1636,5,4,4,10,Sunflower (Spider-Man: Into The Spider-Verse)               POST MALONE & SWAE LEE,11/3/18,9,4,10,             POST MALONE & SWAE LEE,Sunflower (Spider-Man: Into The Spider-Verse),9/15/18
1637,6,6,5,19,High Hopes                                                  PANIC! AT THE DISCO,9/1/18,90,5,19,             PANIC! AT THE DISCO,High Hopes,9/15/18
1638,7,5,3,19,Happier                                                     MARSHMELLO & BASTILLE,9/1/18,63,3,19,             MARSHMELLO & BASTILLE,Happier,9/15/18
1639,8,13,8,5,Jingle Bell Rock                                            BOBBY HELMS,12/8/18,33,8,5,             BOBBY HELMS,Jingle Bell Rock,9/15/18
1640,9,11,9,5,Rockin' Around The Christmas Tree                           BRENDA LEE,12/8/18,23,9,5,             BRENDA LEE,Rockin' Around The Christmas Tree,9/15/18
1641,10,12,10,5,A Holly Jolly Christmas                                     BURL IVES,12/8/18,26,10,5,             BURL IVES,A Holly Jolly Christmas,9/15/18
1642,11,17,11,5,The Christmas Song (Merry Christmas To You)                 NAT KING COLE,12/8/18,39,11,5,             NAT KING COLE,The Christmas Song (Merry Christmas To You),9/15/18
1643,12,9,4,15,Drip Too Hard                                               LIL BABY & GUNNA,9/29/18,28,4,15,             LIL BABY & GUNNA,Drip Too Hard,9/15/18
1644,13,10,10,5,It's The Most Wonderful Time Of The Year                    ANDY WILLIAMS,12/8/18,21,10,5,             ANDY WILLIAMS,It's The Most Wonderful Time Of The Year,9/15/18
1645,14,15,1,31,Girls Like You                                              MAROON 5 featuring CARDI B,6/9/18,94,1,31,             MAROON 5 featuring CARDI B,Girls Like You,9/15/18
1646,15,8,2,11,Zeze                                                        KODAK BLACK featuring TRAVIS SCOTT & OFFSET,10/27/18,2,2,11,             KODAK BLACK featuring TRAVIS SCOTT & OFFSET,Zeze,9/15/18
1647,16,28,16,4,Rudolph The Red-Nosed Reindeer                              GENE AUTRY,12/15/18,36,16,4,             GENE AUTRY,Rudolph The Red-Nosed Reindeer,9/15/18
1648,17,16,6,18,Mo Bamba                                                    SHECK WES,9/8/18,82,6,18,             SHECK WES,Mo Bamba,9/15/18
1649,18,14,11,15,Wake Up In The Sky                                          GUCCI MANE & BRUNO MARS & KODAK BLACK,9/29/18,30,11,15,             GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky,9/15/18
1650,19,30,13,10,Money                                                       CARDI B,11/3/18,54,13,10,             CARDI B,Money,9/15/18
1651,20,32,20,4,"Let It Snow, Let It Snow, Let It Snow                       DEAN MARTIN",12/15/18,41,20,4,             DEAN MARTIN,"Let It Snow, Let It Snow, Let It Snow",9/15/18
1652,21,18,16,24,"Eastside                                                    BENNY BLANCO, HALSEY & KHALID",7/28/18,56,16,24,"             BENNY BLANCO, HALSEY & KHALID",Eastside,9/15/18
1653,22,19,12,19,Breathin'                                                   ARIANA GRANDE,9/1/18,22,12,19,             ARIANA GRANDE,Breathin',9/15/18
1654,23,21,3,35,Better Now                                                  POST MALONE,5/12/18,7,3,35,             POST MALONE,Better Now,9/15/18
1655,24,20,7,30,Youngblood                                                  5 SECONDS OF SUMMER,6/16/18,96,7,30,             5 SECONDS OF SUMMER,Youngblood,9/15/18
1656,25,27,25,5,Last Christmas                                              WHAM!,12/8/18,43,25,5,             WHAM!,Last Christmas,9/15/18
1657,26,33,26,3,Sleigh Ride                                                 THE RONETTES,12/22/18,41,26,3,             THE RONETTES,Sleigh Ride,9/15/18
1658,27,23,2,33,Lucid Dreams                                                JUICE WRLD,5/26/18,74,2,33,             JUICE WRLD,Lucid Dreams,9/15/18
1659,28,35,28,3,Here Comes Santa Claus (Down Santa Claus Lane)              GENE AUTRY,12/22/18,40,28,3,             GENE AUTRY,Here Comes Santa Claus (Down Santa Claus Lane),9/15/18
1660,29,34,29,3,Feliz Navidad                                               JOSE FELICIANO,12/22/18,42,29,3,             JOSE FELICIANO,Feliz Navidad,9/15/18
1661,30,25,11,13,"Taki Taki                                                   DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",10/13/18,27,11,13,"             DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki,9/15/18
1662,31,26,5,11,MIA                                                         BAD BUNNY featuring DRAKE,10/27/18,5,5,11,             BAD BUNNY featuring DRAKE,MIA,9/15/18
1663,32,41,32,2,(There's No Place Like) Home For The Holidays               PERRY COMO,12/29/18,41,32,2,             PERRY COMO,(There's No Place Like) Home For The Holidays,9/15/18
1664,33,31,27,15,Leave Me Alone                                              FLIPP DINERO,9/29/18,96,27,15,             FLIPP DINERO,Leave Me Alone,9/15/18
1665,34,48,34,2,White Christmas                                             BING CROSBY,12/29/18,48,34,2,             BING CROSBY,White Christmas,9/15/18
1666,35,42,35,2,It's Beginning To Look A Lot Like Christmas                 PERRY COMO & THE FONTANE SISTERS,12/29/18,42,35,2,             PERRY COMO & THE FONTANE SISTERS,It's Beginning To Look A Lot Like Christmas,9/15/18
1667,36,22,6,4,Going Bad                                                   MEEK MILL featuring DRAKE,12/15/18,6,6,4,             MEEK MILL featuring DRAKE,Going Bad,9/15/18
1668,37,0,37,1,A Lot                                                       21 SAVAGE,1/5/19,37,37,1,             21 SAVAGE,A Lot,9/15/18
1669,38,29,11,21,Trip                                                        ELLA MAI,8/18/18,79,11,21,             ELLA MAI,Trip,9/15/18
1670,39,40,1,38,"I Like It                                                   CARDI B, BAD BUNNY & J BALVIN",4/21/18,8,1,38,"             CARDI B, BAD BUNNY & J BALVIN",I Like It,9/15/18
1671,40,0,40,1,Blue Christmas                                              ELVIS PRESLEY,1/5/19,40,40,1,             ELVIS PRESLEY,Blue Christmas,9/15/18
1672,41,36,33,16,Speechless                                                  DAN + SHAY,9/22/18,95,33,16,             DAN + SHAY,Speechless,9/15/18
1673,42,45,42,2,Happy Xmas (War Is Over)                                    JOHN & YOKO / THE PLASTIC ONO BAND with THE HARLEM COMMUNITY,12/29/18,45,42,2,             JOHN & YOKO / THE PLASTIC ONO BAND with THE HARLEM COMMUNITY,Happy Xmas (War Is Over),9/15/18
1674,43,50,43,2,Christmas (Baby Please Come Home)                           DARLENE LOVE,12/29/18,50,43,2,             DARLENE LOVE,Christmas (Baby Please Come Home),9/15/18
1675,44,0,44,1,Underneath The Tree                                         KELLY CLARKSON,1/5/19,44,44,1,             KELLY CLARKSON,Underneath The Tree,9/15/18
1676,45,0,45,1,Run Rudolph Run                                             CHUCK BERRY,1/5/19,45,45,1,             CHUCK BERRY,Run Rudolph Run,9/15/18
1677,46,43,13,23,Natural                                                     IMAGINE DRAGONS,8/4/18,37,13,23,             IMAGINE DRAGONS,Natural,9/15/18
1678,47,0,47,1,Wow.                                                        POST MALONE,1/5/19,47,47,1,             POST MALONE,Wow.,9/15/18
1679,48,37,9,45,Love Lies                                                   KHALID & NORMANI,3/3/18,43,9,45,             KHALID & NORMANI,Love Lies,9/15/18
1680,49,0,49,1,Jingle Bells                                                FRANK SINATRA,1/5/19,49,49,1,             FRANK SINATRA,Jingle Bells,9/15/18
1681,50,38,30,21,Beautiful                                                   BAZZI featuring CAMILA CABELLO,8/18/18,60,30,21,             BAZZI featuring CAMILA CABELLO,Beautiful,9/15/18
1682,51,39,29,15,Better                                                      KHALID,9/29/18,45,29,15,             KHALID,Better,9/15/18
1683,52,44,5,13,Shallow                                                     LADY GAGA & BRADLEY COOPER,10/13/18,28,5,13,             LADY GAGA & BRADLEY COOPER,Shallow,9/15/18
1684,53,68,53,2,Cozy Little Christmas                                       KATY PERRY,12/29/18,68,53,2,             KATY PERRY,Cozy Little Christmas,9/15/18
1685,54,51,34,20,She Got The Best Of Me                                      LUKE COMBS,8/25/18,95,34,20,             LUKE COMBS,She Got The Best Of Me,9/15/18
1686,55,90,55,2,The Christmas Song                                          LAUREN DAIGLE,12/29/18,90,55,2,             LAUREN DAIGLE,The Christmas Song,9/15/18
1687,56,49,7,13,Uproar                                                      LIL WAYNE,10/13/18,7,7,13,             LIL WAYNE,Uproar,9/15/18
1688,57,0,57,1,Swervin                                                     A BOOGIE WIT DA HOODIE featuring 6IX9INE,1/5/19,57,57,1,             A BOOGIE WIT DA HOODIE featuring 6IX9INE,Swervin,9/15/18
1689,58,0,58,1,Can't Leave Without It                                      21 SAVAGE,1/5/19,58,58,1,             21 SAVAGE,Can't Leave Without It,9/15/18
1690,59,59,44,24,You Say                                                     LAUREN DAIGLE,7/28/18,53,44,24,             LAUREN DAIGLE,You Say,9/15/18
1691,60,57,57,6,Close To Me                                                 ELLIE GOULDING x DIPLO featuring SWAE LEE,12/1/18,98,57,6,             ELLIE GOULDING x DIPLO featuring SWAE LEE,Close To Me,9/15/18
1692,61,55,46,15,Best Shot                                                   JIMMIE ALLEN,9/29/18,97,46,15,             JIMMIE ALLEN,Best Shot,9/15/18
1693,62,53,31,18,Dangerous                                                   MEEK MILL featuring JEREMIH & PNB ROCK,9/8/18,88,31,18,             MEEK MILL featuring JEREMIH & PNB ROCK,Dangerous,9/15/18
